Ligne;Direction;Description;Séquence;Arrêt;Description;Distance Inter-Arrêts
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;7.0;PDFORT_1;Pl. des Fors;557.0
7;1.0;ARTIGUELOUTAN Salle des Fêtes > LESCAR Soleil;50.0;MONTGO_2;Montgolfier;738.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;24.0;PDFORT_2;Pl. des Fors;384.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;8.0;HIV_1;Henri IV;382.0
7;1.0;ARTIGUELOUTAN Salle des Fêtes > LESCAR Soleil;54.0;LSOLQE_E;LESCAR Soleil;348.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;25.0;PISCIN_2;Piscine;473.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;9.0;LHOTEL_1;LP Haute-Vue;1335.0
7;1.0;BIZANOS Beau Soleil > LESCAR Soleil;3.0;PANORA_N;Panorama;118.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;27.0;MDLSOL_2;Maison de la Solidarité;605.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;10.0;CACHAL_1;Cachalat;2183.0
7;1.0;BIZANOS Beau Soleil > LESCAR Soleil;5.0;SANSAR_1;Sansarricq;249.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;30.0;MCDC_1/2;MORLAÀS Communauté de Communes;1331.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;11.0;BERLAN_1;Berlanne;1157.0
7;1.0;BIZANOS Beau Soleil > LESCAR Soleil;8.0;TREVIL_1;Tréville;529.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;2.0;VENEZU_1;Vénézuéla;1474.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;12.0;NOBEL_1;Nobel;699.0
7;1.0;BIZANOS Beau Soleil > LESCAR Soleil;17.0;VERDQE_E;Pl. Verdun Quai E;294.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;3.0;TOUPIS_1;Toupis;339.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;13.0;ORBIGN_1;Orbigny;369.0
7;1.0;BIZANOS Beau Soleil > LESCAR Soleil;19.0;218ERI_2;218ème RI;354.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;5.0;CBERNE_1;Croix Bernes;554.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;15.0;PSANTA_1;Pissard Santarelli;941.0
7;1.0;BIZANOS Beau Soleil > LESCAR Soleil;24.0;LASSAN_2;Lassansaa;198.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;10.0;PD4SAI_1;Pl. des 4 Saisons;512.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;16.0;RCHAR_1;R.Char;564.0
7;1.0;BIZANOS Beau Soleil > LESCAR Soleil;25.0;MDBILL_O;Mairie de Billère;244.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;11.0;CRFORG_1;Collège R. Forgues;412.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;19.0;CJDALB_N;Collège J. d'Albret;245.0
7;1.0;BIZANOS Beau Soleil > LESCAR Soleil;29.0;LINIER_2;Linière;236.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;17.0;AYGUEL_1;Ayguelongue;347.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;20.0;NPRINC_N;Norman Prince;500.0
7;1.0;BIZANOS Beau Soleil > LESCAR Soleil;30.0;ENTREP_2;Entrepreneurs;449.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;23.0;TCADQD_D;Tourasse - Cité Administrative Quai D;344.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;21.0;SJAMME_1;St Jammes;505.0
7;1.0;BIZANOS Beau Soleil > LESCAR Soleil;32.0;DASSAU_2;Dassault;253.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;1.0;BOSQQF_F;PAU Bosquet Quai F;0.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;22.0;EVII_1;Edouard VII;354.0
7;1.0;BIZANOS Beau Soleil > LESCAR Soleil;36.0;CCLESC_2;Induspal;484.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;3.0;F-AALO_2;Alliés - Alsace Lorraine;442.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;26.0;BONAPA_2;Bonaparte;358.0
7;1.0;BIZANOS Beau Soleil > LESCAR Soleil;38.0;LSOLQE_E;LESCAR Soleil;348.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;6.0;CDPARI_E;Commune de Paris;256.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;29.0;LHEID_2;L. Heid;255.0
7;1.0;BIZANOS Beau Soleil > LESCAR Soleil;39.0;LSOLQO_O;LESCAR Soleil;168.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;15.0;DEVEZE_2;Devèzes;774.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;30.0;RDGA_1/2;PAU Rives du Gave;501.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;3.0;CCLESC_1;Induspal;249.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;19.0;TUMULU_2;Tumulus;522.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;1.0;RDGA_1/2;PAU Rives du Gave;0.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;10.0;LINIER_1;Linière;803.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;21.0;PARISE_2;Pariseau;470.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;3.0;LACOST_N;Lacoste;262.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;11.0;PLAINE_1;Plaine;252.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;27.0;SARZ_1/2;SAUVAGNON Arzacq;947.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;4.0;PGDPQC_C;PAU Gare de Pau Quai C;321.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;12.0;CHAMPS_1;Champs;227.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;6.0;BIDAU_1;Bidau;288.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;9.0;EVII_2;Edouard VII;331.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;13.0;SDBILL_1;Stade Hugot;327.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;11.0;LOUSTA_1;Loustalot;444.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;12.0;CJDALB_S;Collège J. d'Albret;567.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;16.0;MARNIE_3;Marnières;176.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;14.0;BOASIS_1;Belle Oasis;634.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;13.0;CHP_S;CHP;223.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;18.0;BOURBO_1;Bourbon;698.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;24.0;GUICHE_1;Guichenné;349.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;14.0;PPDPQD_D;PAU Porte des Pyrénées Quai D;462.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;20.0;218ERI_1;218ème RI;385.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;26.0;FAISAN_2;Faisans;350.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;15.0;RCHAR_2;R.Char;410.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;22.0;VERDQC_C;Pl. Verdun Quai C;534.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;27.0;EVII_2;Edouard VII;331.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;23.0;HIV_2;Henri IV;1302.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;27.0;LSCRIC_2;Lycée St Cricq;415.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;29.0;NPRINC_S;Norman Prince;421.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;28.0;MARC_2;Marcadet;361.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;28.0;TRESPO_2;Trespoey;462.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;31.0;CHP_S;CHP;223.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;29.0;BARATN_2;Baratnau;401.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;29.0;SURSUL_2;Ste Ursule;317.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;35.0;AVIATI_2;Aviation;498.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;1.0;SARZ_1/2;SAUVAGNON Arzacq;0.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;33.0;SAPINS_E;Sapins;448.0
11;1.0;GAN Le Neez > SENDETS Mairie;5.0;SBARTH_1;St Barthélémy;475.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;6.0;CASCAD_1;Cascade;752.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;35.0;SBENOI_2;St Benoît;253.0
11;1.0;GAN Le Neez > SENDETS Mairie;15.0;PDOLY_1;Pont d'Oly;266.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;8.0;CMORLA_1;Chemin Morlané;498.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;36.0;PANORA_O;Panorama;503.0
11;1.0;GAN Le Neez > SENDETS Mairie;19.0;ROUSSI_E;Roussille;161.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;9.0;TUMULU_1;Tumulus;1318.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;45.0;ARMAND_2;Armandieu;286.0
11;1.0;GAN Le Neez > SENDETS Mairie;24.0;GUICHE_1;Guichenné;349.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;13.0;DEVEZE_1;Devèzes;361.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;48.0;BARTH_2;Barthouil;506.0
11;1.0;GAN Le Neez > SENDETS Mairie;25.0;BOSQQD_D;PAU Bosquet Quai D;372.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;15.0;LDBEAR_1;Luy de Béarn;970.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;51.0;POUSSI_2;Poussinière;1065.0
11;1.0;GAN Le Neez > SENDETS Mairie;27.0;EVII_2;Edouard VII;331.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;16.0;NNIEME_1;Normandie Niemen;523.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;54.0;MATTOT_2;Mattots;435.0
11;1.0;GAN Le Neez > SENDETS Mairie;30.0;CJDALB_S;Collège J. d'Albret;567.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;18.0;DDSERS_1;Domaine de Sers;755.0
7;2.0;LESCAR Soleil > ARTIGUELOUTAN Salle des Fêtes;57.0;ASDF_1/2;ARTIGUELOUTAN Salle des Fêtes;406.0
11;1.0;GAN Le Neez > SENDETS Mairie;31.0;CHP_S;CHP;223.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;19.0;EUROPE_1;Europe;3814.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;1.0;LSOLQO_O;LESCAR Soleil;0.0
11;1.0;GAN Le Neez > SENDETS Mairie;34.0;BDJOIN_2;Bataillon de Joinville;680.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;21.0;CUNIQD_D;Condorcet - Université Quai D;537.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;2.0;LQLIQO_O;LESCAR Quartier Libre;371.0
11;1.0;GAN Le Neez > SENDETS Mairie;36.0;IDDROY_2;IDRON Domaine du Roy;360.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;22.0;CDPARI_O;Commune de Paris;358.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;4.0;LEBON_1;Lebon;419.0
11;1.0;GAN Le Neez > SENDETS Mairie;41.0;LD817_2;Lée D817;511.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;25.0;F-FOIR_1;Pl. du Foirail;402.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;5.0;MONTGO_1;Montgolfier;314.0
11;1.0;GAN Le Neez > SENDETS Mairie;42.0;OD817_2;Ousse D817;1486.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;26.0;F-HDES_1;Les Halles - Despourrins;345.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;6.0;LAVOIS_1;Lavoisier;659.0
11;1.0;GAN Le Neez > SENDETS Mairie;43.0;LQUIND_2;La Quinda;441.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;2.0;F-HDES_2;Les Halles - Despourrins;607.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;7.0;DASSAU_1;Dassault;644.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;2.0;AVIATI_1;Aviation;343.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;4.0;MANOIR_2;Manoir;236.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;12.0;CHAMPS_1;Champs;227.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;3.0;BDJOIN_1;Bataillon de Joinville;476.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;5.0;TCADQA_A;Tourasse - Cité Administrative Quai A;624.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;13.0;SDBILL_1;Stade Hugot;327.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;10.0;EVII_1;Edouard VII;354.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;13.0;LDBEAR_2;Luy de Béarn;649.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;14.0;MDBILL_E;Mairie de Billère;336.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;11.0;FAISAN_1;Faisans;294.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;14.0;VDOSSA_2;Vallée d'Ossau;831.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;15.0;LASSAN_1;Lassansaa;263.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;12.0;BOSQQC_C;PAU Bosquet Quai C;389.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;17.0;CRFORG_2;Collège R. Forgues;445.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;17.0;CLAVER_1;Claverie;339.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;13.0;LHMEDI_N;Les Halles Médiathèque;448.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;20.0;CMORLA_2;Chemin Morlané;1207.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;18.0;BOURBO_1;Bourbon;698.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;14.0;PDJUST_2;Palais de Justice;369.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;23.0;CBERNE_2;Croix Bernes;889.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;20.0;218ERI_1;218ème RI;385.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;18.0;ROUSSI_O;Roussille;234.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;1.0;GLNE_1/2;GAN Le Neez;0.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;21.0;CIMETI_1;Cimetière;340.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;19.0;BARTHE_O;Barthe;233.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;2.0;BREL_1;Brel;293.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;22.0;VERDQC_C;Pl. Verdun Quai C;534.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;21.0;CGABAR_2;Collège E. Gabard;599.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;4.0;BROCA_1;Broca;195.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;25.0;BOSQQD_D;PAU Bosquet Quai D;372.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;23.0;BOASIS_2;Belle Oasis;306.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;7.0;VILLEF_1;Villefranche;379.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;27.0;LSCRIC_2;Lycée St Cricq;415.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;26.0;LOUSTA_2;Loustalot;517.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;8.0;CAVE_1;Cave;327.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;29.0;SURSUL_2;Ste Ursule;317.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;31.0;BIDAU_2;Bidau;400.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;9.0;FROMAG_1;Fromagerie;2042.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;34.0;SANSAR_2;Sansarricq;301.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;34.0;DISSEZ_2;Dissez;348.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;10.0;ASTOUS_1;Astous;522.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;35.0;SBENOI_2;St Benoît;253.0
11;2.0;SENDETS Mairie > GAN Le Neez;1.0;SMAI_1/2;SENDETS Mairie;0.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;16.0;CGABAR_1;Collège E. Gabard;630.0
7;2.0;LESCAR Soleil > BIZANOS Beau Soleil;36.0;PANORA_O;Panorama;503.0
11;2.0;SENDETS Mairie > GAN Le Neez;2.0;CDBOS_1;Cami dou Bos;536.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;18.0;BARTHE_E;Barthe;339.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;6.0;HAMEAU_1;Hameau;930.0
11;2.0;SENDETS Mairie > GAN Le Neez;5.0;OD817_1;Ousse D817;430.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;28.0;SJAMME_2;St Jammes;340.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;7.0;RDIDRO_1;Route d'Idron;259.0
11;2.0;SENDETS Mairie > GAN Le Neez;10.0;SDIDRO_1;Stade d'Idron;599.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;30.0;CJDALB_S;Collège J. d'Albret;567.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;8.0;BLAURE_E;BIZANOS Laurets;113.0
11;2.0;SENDETS Mairie > GAN Le Neez;13.0;BDJOIN_1;Bataillon de Joinville;476.0
11;1.0;GAN Le Neez > SENDETS Mairie;3.0;DISSEZ_1;Dissez;613.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;9.0;SPOLYV_1;Salle Polyvalente;600.0
11;2.0;SENDETS Mairie > GAN Le Neez;14.0;MOUCHO_N;Cdt Mouchotte;708.0
11;1.0;GAN Le Neez > SENDETS Mairie;4.0;BROCA_1;Broca;195.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;11.0;LOUSSE_1;L'Ousse;368.0
11;2.0;SENDETS Mairie > GAN Le Neez;15.0;PPDPQC_C;PAU Porte des Pyrénées Quai C;632.0
11;1.0;GAN Le Neez > SENDETS Mairie;6.0;BIDAU_1;Bidau;288.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;12.0;SNAUTI_1;Stade Nautique;364.0
11;2.0;SENDETS Mairie > GAN Le Neez;24.0;PDJUST_2;Palais de Justice;369.0
11;1.0;GAN Le Neez > SENDETS Mairie;8.0;CAVE_1;Cave;327.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;14.0;F-BABE_1;Barthou - Beaumont;669.0
11;2.0;SENDETS Mairie > GAN Le Neez;27.0;PONTS_2;Ponts;301.0
11;1.0;GAN Le Neez > SENDETS Mairie;11.0;LOUSTA_1;Loustalot;444.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;16.0;LHMEDI_N;Les Halles Médiathèque;323.0
11;2.0;SENDETS Mairie > GAN Le Neez;37.0;ASTOUS_2;Astous;399.0
11;1.0;GAN Le Neez > SENDETS Mairie;13.0;ZAVGAL_1;ZA Vert Galant;447.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;18.0;VERDQB_B;Pl. Verdun Quai B;247.0
11;2.0;SENDETS Mairie > GAN Le Neez;39.0;CAVE_2;Cave;2118.0
11;1.0;GAN Le Neez > SENDETS Mairie;16.0;CGABAR_1;Collège E. Gabard;630.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;20.0;PLAWRE_2;Parc Lawrance;302.0
11;2.0;SENDETS Mairie > GAN Le Neez;40.0;VILLEF_2;Villefranche;264.0
11;1.0;GAN Le Neez > SENDETS Mairie;17.0;CDPRIN_E;Croix du Prince;503.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;24.0;LAPLAC_2;Laplace;295.0
11;2.0;SENDETS Mairie > GAN Le Neez;41.0;BIDAU_2;Bidau;400.0
11;1.0;GAN Le Neez > SENDETS Mairie;21.0;GRAMON_1;Pl. Gramont;433.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;27.0;VIGNES_2;Vignes;639.0
11;2.0;SENDETS Mairie > GAN Le Neez;43.0;BROCA_2;Broca;369.0
11;1.0;GAN Le Neez > SENDETS Mairie;22.0;VERDQC_C;Pl. Verdun Quai C;275.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;28.0;SULLY_2;Sully;302.0
11;2.0;SENDETS Mairie > GAN Le Neez;44.0;DISSEZ_2;Dissez;348.0
11;1.0;GAN Le Neez > SENDETS Mairie;23.0;PDJUST_1;Palais de Justice;224.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;29.0;PRES_2;Prés;424.0
11;2.0;SENDETS Mairie > GAN Le Neez;45.0;BREL_2;Brel;471.0
11;1.0;GAN Le Neez > SENDETS Mairie;28.0;SJAMME_2;St Jammes;340.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;33.0;LCAVET_E;La Cavette;418.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;1.0;LQLIQO_O;LESCAR Quartier Libre;0.0
11;1.0;GAN Le Neez > SENDETS Mairie;29.0;NPRINC_S;Norman Prince;421.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;36.0;BERNAT_2;Bernat;271.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;12.0;LHOURQ_1;La Hourquie;351.0
11;1.0;GAN Le Neez > SENDETS Mairie;33.0;MOUCHO_S;Cdt Mouchotte;622.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;39.0;BGRAND_E;Bie Grande;358.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;13.0;PLAISA_1;Plaisance;328.0
11;1.0;GAN Le Neez > SENDETS Mairie;35.0;AVIATI_2;Aviation;498.0
8;1.0;IDRON Mairie > LESCAR Collège S. Palay;40.0;LCOLLE_1;LESCAR Collège S. Palay;721.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;14.0;CFLEU_1;Clos Fleuri;234.0
11;1.0;GAN Le Neez > SENDETS Mairie;37.0;SDIDRO_2;Stade d'Idron;365.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;3.0;CDIDRO_1;Château d'Idron;315.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;18.0;FRENES_1;Frênes;248.0
11;1.0;GAN Le Neez > SENDETS Mairie;38.0;LCAMP_2;Le Camp;575.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;4.0;CBEAUM_1;Clos Beaumont;747.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;23.0;LABOU_1;Labourie;547.0
11;1.0;GAN Le Neez > SENDETS Mairie;46.0;SMAI_1/2;SENDETS Mairie;619.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;5.0;HONDAI_1;Hondaïs;306.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;25.0;OSSAU_1;Ossau;231.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;4.0;MOUCHO_N;Cdt Mouchotte;708.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;6.0;HAMEAU_1;Hameau;930.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;28.0;ANGOT_S;Angot;372.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;6.0;CHP_N;CHP;425.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;7.0;RDIDRO_1;Route d'Idron;259.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;29.0;CITEAU_S;Cîteaux;351.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;15.0;VERDQD_D;Pl. Verdun Quai D;253.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;9.0;SPOLYV_1;Salle Polyvalente;600.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;31.0;CDBOQD_D;Catherine de Bourbon Quai D;231.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;20.0;CDPRIN_O;Croix du Prince;303.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;10.0;LAVAND_1;Lavandières;304.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;32.0;CUNIQD_D;Condorcet - Université Quai D;537.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;25.0;BOURDI_2;Bourdieu;479.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;12.0;SNAUTI_1;Stade Nautique;364.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;3.0;RPOINT_N;Rond-point;283.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;29.0;CAVE_2;Cave;2118.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;13.0;GINOT_1;Ginot;258.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;8.0;COURTE_N;Courteault;222.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;32.0;SBARTH_2;St Barthélémy;298.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;16.0;LHMEDI_N;Les Halles Médiathèque;323.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;9.0;CDAGRI_N;Chambre d'Agriculture;307.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;35.0;BREL_2;Brel;471.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;17.0;PDJUST_2;Palais de Justice;369.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;13.0;CDBOQF_F;Catherine de Bourbon Quai F;304.0
