Ligne;Direction;Description;Séquence;Arrêt;Description;Distance Inter-Arrêts
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;6.0;PONTER_1;Ponterique;303.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;21.0;LAYGUE_1;L'Ayguette;319.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;8.0;FRENES_1;Frênes;248.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;25.0;PDEXPO_1;Parc des Expos;527.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;11.0;CLOHAR_1;Cloharé;591.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;32.0;ABREMO_2;Abbé Brémond;436.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;12.0;ECHATR_S;Erckmann Chatrian;289.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;33.0;REDANU_2;Rhin et Danube;312.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;15.0;MEDIAT_S;Médiathèque;826.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;34.0;CARLIT_2;Carlitos;298.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;20.0;MONTAR_1;Montardon;284.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;38.0;WAGNER_S;Wagner;462.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;22.0;PLAWRE_1;Parc Lawrance;283.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;39.0;TOURAS_S;Tourasse;219.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;23.0;PHOEBU_1;Gaston Phoebus;294.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;47.0;PEMPLO_2;Pôle Emploi;375.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;25.0;PDJUST_1;Palais de Justice;255.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;48.0;PCMUQC_C;PAU Cité Multimédia Quai C;407.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;26.0;GUICHE_1;Guichenné;349.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;49.0;CSTO_1/2;PAU CST Jean Feger;1132.0
F;1.0;PAU Hôpital F. Mitterrand > PAU Gare de Pau Quai E;1.0;F-HFMI_1;PAU Hôpital F. Mitterrand;0.0
F;1.0;PAU Hôpital F. Mitterrand > PAU Gare de Pau Quai E;3.0;F-BHAM_1;Buros - Le Hameau;295.0
F;2.0;PAU Gare de Pau Quai E > PAU Hôpital F. Mitterrand;3.0;BOSQQB_B;Pl. d'Espagne - Bosquet Quai B;445.0
F;2.0;PAU Gare de Pau Quai E > PAU Hôpital F. Mitterrand;5.0;F-AALO_2;Alliés - Alsace Lorraine;442.0
F;2.0;PAU Gare de Pau Quai E > PAU Hôpital F. Mitterrand;7.0;TCADQB_B;Tourasse - Cité Administrative Quai B;478.0
F;2.0;PAU Gare de Pau Quai E > PAU Hôpital F. Mitterrand;9.0;CDBOQB_B;Catherine de Bourbon Quai B;513.0
F;2.0;PAU Gare de Pau Quai E > PAU Hôpital F. Mitterrand;12.0;F-CLIN_2;Cliniques;257.0
F;2.0;PAU Gare de Pau Quai E > PAU Hôpital F. Mitterrand;13.0;F-HFMI_2;PAU Hôpital F. Mitterrand;241.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;3.0;COPERN_1;Copernic;493.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;4.0;LILAS_1;Lilas;314.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;8.0;MCAMPO_1;Mgr Campo;258.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;12.0;MDLAU_1;MJC du Laü;299.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;13.0;PESQUI_1;Pesquidoux;201.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;14.0;MARCAD_O;Marcadau;295.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;19.0;CMARZE_1;Clinique Marzet;470.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;30.0;CGABAR_2;Collège E. Gabard;599.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;3.0;GUYNEM_1;Guynemer;290.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;7.0;CGABAR_1;Collège E. Gabard;310.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;8.0;CDPRIN_E;Croix du Prince;503.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;10.0;ROUSSI_E;Roussille;161.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;14.0;F-BABE_1;Barthou - Beaumont;364.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;16.0;F-HDES_2;Les Halles - Despourrins;164.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;26.0;LPBARA_2;LP H. Baradat;279.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;29.0;MCAMPO_2;Mgr Campo;223.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;30.0;PECIEL_2;Parc en Ciel;252.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;31.0;TDUNIO_2;Trait d'Union;274.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;36.0;PCMUQB_B;PAU Cité Multimédia Quai B;451.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;2.0;MOUCHO_N;Cdt Mouchotte;464.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;4.0;CHP_N;CHP;425.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;5.0;CJDALB_N;Collège J. d'Albret;245.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;7.0;SJAMME_1;St Jammes;505.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;8.0;EVII_1;Edouard VII;354.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;9.0;FAISAN_1;Faisans;294.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;12.0;PDJUST_2;Palais de Justice;369.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;14.0;PHOEBU_2;Gaston Phoebus;262.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;16.0;SJOSEP_E;St Joseph;323.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;17.0;MONTAR_2;Montardon;162.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;21.0;MEON_2;Méon;313.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;23.0;LARTIG_2;Lartigue;222.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;24.0;CCDMAI_2;Le Mail;378.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;26.0;DAURAT_2;Daurat;205.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;30.0;FARMAN_2;Farman;416.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;31.0;LPER_1/2;LONS Perlic;389.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;1.0;LPER_1/2;LONS Perlic;0.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;2.0;PSUD_E;Perlic Sud;505.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;3.0;PINSON_N;Pinsons;364.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;4.0;FARMAN_1;Farman;367.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;8.0;DAURAT_1;Daurat;229.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;9.0;FEUILL_1;Feuillage;220.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;11.0;LARTIG_1;Lartigue;259.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;12.0;SJULIE_1;St Julien;317.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;15.0;FOUCHE_1;Fouchet;348.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;17.0;MONTAR_1;Montardon;284.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;19.0;PLAWRE_1;Parc Lawrance;283.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;20.0;PHOEBU_1;Gaston Phoebus;294.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;21.0;VERDQA_A;Pl. Verdun Quai A;317.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;28.0;NPRINC_S;Norman Prince;421.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;33.0;PSDHAM_2;PAU Stades du Hameau;308.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;1.0;CSTO_1/2;PAU CST Jean Feger;0.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;3.0;RAMADI_1;Ramadier;461.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;4.0;LARRIB_1;Larribau;438.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;7.0;SJELIS_N;Ste Jeanne Elisabeth;200.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;9.0;LAPUYA_N;Lapuyade;314.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;13.0;PEYROU_1;Peyroulet;216.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;24.0;MDBILL_N;Mairie de Billère;304.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;30.0;LSOLQE_E;LESCAR Soleil;1105.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;6.0;BLACAS_1;Lacassagne;628.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;11.0;GRAMON_1;Pl. Gramont;365.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;18.0;PEYROU_2;Peyroulet;266.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;20.0;CPAM_2;CPAM;422.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;23.0;RPOINT_S;Rond-point;259.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;25.0;PEBOUE_S;Péboué;199.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;28.0;RAMADI_2;Ramadier;487.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;2.0;PCMUQD_D;PAU Cité Multimédia Quai D;1339.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;6.0;BLAISE_1;Blaise;446.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;7.0;MARGUE_1;Marguerites;338.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;8.0;RAVEL_1;Ravel;194.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;9.0;RAMEAU_O;Rameau;142.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;10.0;MOZART_O;Mozart;434.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;11.0;TOURAS_N;Tourasse;415.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;13.0;MARCAD_N;Marcadau;446.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;16.0;CARLIT_1;Carlitos;457.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;17.0;REDANU_1;Rhin et Danube;283.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;20.0;LHMEDI_N;Les Halles Médiathèque;428.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;22.0;VERDQB_B;Pl. Verdun Quai B;247.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;24.0;PLAWRE_2;Parc Lawrance;302.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;26.0;BFRENE_2;Beau Frêne;544.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;27.0;CSOLEI_2;Clair Soleil;381.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;29.0;LAYGUE_2;L'Ayguette;195.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;32.0;LACAOU_2;Lacaou;258.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;33.0;RICHEL_2;Richelieu;348.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;35.0;GENETS_2;Genêts;646.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;36.0;PLATEA_2;Plateau;285.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;37.0;CHENER_2;Chêneraie;553.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;39.0;ESTIEN_E;Estieni;265.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;41.0;PDSPOR_2;Plaine des Sports;410.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;46.0;PINSON_N;Pinsons;364.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;48.0;PLONG_1;Pont Long;377.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;2.0;PLONG_2;Pont Long;475.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;3.0;FARMAN_2;Farman;416.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;5.0;BLERIO_1;Blériot;423.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;7.0;ECHATR_O;Erckmann Chatrian;187.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;14.0;PLATEA_1;Plateau;424.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;16.0;BJGOIS_1;BILLERE J. Gois;491.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;18.0;LACAOU_1;Lacaou;315.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;20.0;BDAMOU_1;Bois d'Amour;165.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;23.0;CSOLEI_1;Clair Soleil;301.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;24.0;BFRENE_1;Beau Frêne;362.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;27.0;PHOEBU_1;Gaston Phoebus;294.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;28.0;VERDQA_A;Pl. Verdun Quai A;317.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;29.0;PDJUST_1;Palais de Justice;255.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;30.0;LHMEDI_S;Les Halles Médiathèque;298.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;36.0;COURTE_S;Courteault;257.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;42.0;RAVEL_2;Ravel;143.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;43.0;MARGUE_2;Marguerites;217.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;44.0;BLAISE_2;Blaise;302.0
